image,film,ligand,sa,kd,l
mf#rh#11539#R#flum#5679#47,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#48,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#49,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#50,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#51,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#52,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#53,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#54,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#55,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#56,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#57,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#58,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#59,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#60,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#61,mf5679,flum,78.6,2,0.96
mf#rh#11539#R#flum#5679#62,mf5679,flum,78.6,2,0.96
,
mf#rh#11539#R#pire#5694#01,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#02,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#03,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#04,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#05,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#06,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#07,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#08,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#09,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#10,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#11,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#12,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#13,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#14,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#15,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#16,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#17,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#18,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#19,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#20,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#21,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#22,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#23,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#24,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#25,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#26,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#27,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#28,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#29,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#30,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#31,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5694#32,mf5694,pire,79,3,11.1
mf#rh#11539#R#pire#5695#33,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#34,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#35,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#36,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#37,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#38,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#39,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#40,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#41,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#42,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#43,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#44,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#45,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#46,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#47,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#48,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#49,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#50,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#51,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#52,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#53,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#54,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#55,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#56,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#57,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#58,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#59,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#60,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#61,mf5695,pire,79,3,11.1
mf#rh#11539#R#pire#5695#62,mf5695,pire,79,3,11.1
,
mf#rh#11539#R#oxot#5700#01,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#02,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#03,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#04,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#05,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#06,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#07,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#08,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#09,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#10,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#11,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#12,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#13,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#14,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#15,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#16,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#17,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#18,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#19,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#20,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#21,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#22,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#23,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#24,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#25,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#26,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#27,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#28,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#29,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#30,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#31,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5700#32,mf5700,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#33,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#34,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#35,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#36,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#37,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#38,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#39,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#40,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#41,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#42,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#43,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#44,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#45,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#46,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#47,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#48,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#49,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#50,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#51,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#52,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#53,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#54,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#55,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#56,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#57,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#58,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#59,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#60,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#61,mf5701,oxot,86.4,0.8,2
mf#rh#11539#R#oxot#5701#62,mf5701,oxot,86.4,0.8,2
,
mf#rh#11539#R#damp#5680#01,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#02,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#03,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#04,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#05,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#06,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#07,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#08,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#09,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#10,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#11,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#12,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#13,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#14,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#15,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#16,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#17,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#18,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#19,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#20,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#21,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#22,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#23,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#24,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#25,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#26,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#27,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#28,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#29,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#30,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#31,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#32,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5680#33,mf5680,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#34,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#35,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#36,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#37,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#38,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#39,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#40,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#41,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#42,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#43,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#44,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#45,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#46,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#47,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#48,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#49,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#50,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#51,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#52,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#53,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#54,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#55,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#56,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#57,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#58,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#59,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#60,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#61,mf5681,damp,80.5,0.2,1.02
mf#rh#11539#R#damp#5681#62,mf5681,damp,80.5,0.2,1.02
,
mf#rh#11539#R#epib#5708#01,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#02,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#03,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#04,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#05,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#06,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#07,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#08,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#09,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#10,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#11,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#12,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#13,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#14,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#15,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#16,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#17,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#18,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#19,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#20,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#21,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#22,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#23,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#24,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#25,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#26,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#27,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#28,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#29,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#30,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#31,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5708#32,mf5708,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#33,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#34,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#35,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#36,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#37,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#38,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#39,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#40,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#41,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#42,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#43,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#44,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#45,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#46,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#47,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#48,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#49,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#50,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#51,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#52,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#53,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#54,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#55,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#56,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#57,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#58,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#59,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#60,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#61,mf5709,epib,56.2,0.02,0.11
mf#rh#11539#R#epib#5709#62,mf5709,epib,56.2,0.02,0.11
,
mf#rh#11539#R#praz#5698#01,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#02,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#03,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#04,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#05,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#06,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#07,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#08,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#09,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#10,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#11,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#12,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#13,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#14,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#15,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#16,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#17,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#18,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#19,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#20,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#21,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#22,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#23,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#24,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#25,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#26,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#27,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#28,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#29,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#30,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#31,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5698#32,mf5698,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#33,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#34,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#35,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#36,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#37,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#38,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#39,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#40,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#41,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#42,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#43,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#44,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#45,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#46,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#47,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#48,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#49,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#50,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#51,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#52,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#53,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#54,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#55,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#56,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#57,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#58,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#59,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#60,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#61,mf5699,praz,80.5,0.2,0.34
mf#rh#11539#R#praz#5699#62,mf5699,praz,80.5,0.2,0.34
,
mf#rh#11539#R#uk14#5706#01,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#02,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#03,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#04,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#05,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#06,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#07,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#08,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#09,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#10,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#11,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#12,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#13,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#14,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#15,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#16,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#17,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#18,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#19,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#20,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#21,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#22,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#23,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#24,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#25,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#26,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#27,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#28,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#29,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#30,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#31,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5706#32,mf5706,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#33,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#34,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#35,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#36,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#37,mf5707,uk14,81.2,1.4,0.78
