image,film,ligand,sa,kd,l
mf#rh#11539#R#uk14#5707#38,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#39,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#40,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#41,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#42,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#43,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#44,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#45,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#46,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#47,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#48,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#49,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#50,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#51,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#52,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#53,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#54,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#55,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#56,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#57,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#58,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#59,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#60,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#61,mf5707,uk14,81.2,1.4,0.78
mf#rh#11539#R#uk14#5707#62,mf5707,uk14,81.2,1.4,0.78
,
mf#rh#11539#R#dpat#5710#01,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#02,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#03,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#04,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#05,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#06,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#07,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#08,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#09,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#10,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#11,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#12,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#13,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#14,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#15,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#16,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#17,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#18,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#19,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#20,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#21,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#22,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#23,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#24,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#25,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#26,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#27,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#28,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#29,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#30,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#31,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5710#32,mf5710,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#33,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#34,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#35,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#36,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#37,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#38,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#39,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#40,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#41,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#42,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#43,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#44,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#45,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#46,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#47,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#48,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#49,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#50,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#51,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#52,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#53,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#54,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#55,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#56,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#57,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#58,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#59,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#60,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#61,mf5711,dpat,129,2,0.35
mf#rh#11539#R#dpat#5711#62,mf5711,dpat,129,2,0.35
,
mf#rh#11539#R#keta#5702#01,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#02,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#03,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#04,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#05,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#06,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#07,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#08,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#09,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#10,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#11,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#12,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#13,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#14,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#15,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#16,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#17,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#18,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#19,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#20,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#21,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#22,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#23,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#24,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#25,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#26,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#27,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#28,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#29,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#30,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#31,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5702#32,mf5702,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#33,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#34,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#35,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#36,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#37,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#38,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#39,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#40,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#41,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#42,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#43,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#44,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#45,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#46,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#47,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#48,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#49,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#50,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#51,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#52,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#53,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#54,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#55,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#56,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#57,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#58,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#59,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#60,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#61,mf5703,keta,88,0.5,1.19
mf#rh#11539#R#keta#5703#62,mf5703,keta,88,0.5,1.19
,
mf#rh#11539#R#sch2#5704#01,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#02,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#03,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#04,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#05,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#06,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#07,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#08,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#09,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#10,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#11,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#12,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#13,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#14,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#15,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#16,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#17,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#18,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#19,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#20,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#21,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#22,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#23,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#24,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#25,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#26,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#27,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#28,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#29,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#30,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#31,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5704#32,mf5704,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#33,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#34,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#35,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#36,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#37,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#38,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#39,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#40,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#41,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#42,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#43,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#44,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#45,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#46,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#47,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#48,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#49,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#50,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#51,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#52,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#53,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#54,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#55,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#56,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#57,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#58,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#59,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#60,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#61,mf5705,sch2,86,0.14,2.05
mf#rh#11539#R#sch2#5705#62,mf5705,sch2,86,0.14,2.05
,
mf#rh#11539#R#racl#5712#01,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#02,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#03,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#04,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#05,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#06,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#07,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#08,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#09,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#10,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#11,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#12,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#13,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#14,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#15,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#16,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#17,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#18,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#19,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#20,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#21,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#22,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#23,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#24,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#25,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#26,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#27,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#28,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#29,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#30,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#31,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5712#32,mf5712,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#33,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#34,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#35,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#36,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#37,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#38,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#39,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#40,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#41,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#42,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#43,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#44,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#45,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#46,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#47,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#48,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#49,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#50,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#51,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#52,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#53,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#54,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#55,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#56,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#57,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#58,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#59,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#60,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#61,mf5713,racl,80,0.2,0.43
mf#rh#11539#R#racl#5713#62,mf5713,racl,80,0.2,0.43
,
mf#rh#11539#R#dpmg#5684#01,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#02,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#03,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#04,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#05,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#06,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#07,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#08,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#09,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#10,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#11,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#12,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#13,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#14,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#15,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#16,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#17,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#18,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#19,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#20,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#21,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#22,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#23,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#24,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#25,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#26,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#27,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#28,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#29,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#30,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#31,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5684#32,mf5684,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#33,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#34,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#35,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#36,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#37,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#38,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#39,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#40,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#41,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#42,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#43,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#44,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#45,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#46,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#47,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#48,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#49,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#50,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#51,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#52,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#53,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#54,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#55,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#56,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#57,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#58,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#59,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#60,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#61,mf5685,dpmg,108.3,0.5,1.11
mf#rh#11539#R#dpmg#5685#62,mf5685,dpmg,108.3,0.5,1.11
,
mf#rh#11539#R#zm24#5696#01,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#02,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#03,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#04,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#05,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#06,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#07,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#08,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#09,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#10,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#11,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#12,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#13,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#14,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#15,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#16,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#17,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#18,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#19,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#20,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#21,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#22,mf5696,zm24,23.47,2.04,1.93
mf#rh#11539#R#zm24#5696#23,mf5696,zm24,23.47,2.04,1.93
