image,film,ligand,sa,kd,l
mr#rh#11530#L#ampa#5761#01,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#02,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#03,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#04,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#05,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#06,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#07,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#08,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#09,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#10,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#11,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#12,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#13,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#14,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#15,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#16,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#17,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#18,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#19,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#20,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#21,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#22,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#23,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#24,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#25,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#26,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#27,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#28,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#29,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#30,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#31,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5761#32,mr5761,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#34,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#35,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#36,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#37,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#38,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#39,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#40,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#41,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#42,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#43,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#44,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#45,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#46,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#47,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#48,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#49,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#50,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#51,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#52,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#53,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#54,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#55,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#56,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#57,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#58,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#59,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#60,mr5762,ampa,55.5,10,7
mr#rh#11530#L#ampa#5762#61,mr5762,ampa,55.5,10,7
mr#rh#11530#L#cgp5#5755#01,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#02,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#03,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#04,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#05,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#06,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#07,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#08,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#09,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#10,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#11,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#12,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#13,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#14,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#15,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#16,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#17,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#18,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#19,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#20,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#21,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#22,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#23,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#24,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#25,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#26,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#27,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#28,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#29,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#30,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#31,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5755#32,mr5755,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#33,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#34,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#35,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#36,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#37,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#38,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#39,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#40,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#41,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#42,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#43,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#44,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#45,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#46,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#47,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#48,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#49,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#50,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#51,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#52,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#53,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#54,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#55,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#56,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#57,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#58,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#59,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#60,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#cgp5#5756#61,mr5756,cgp5,50,1.48,1.64
mr#rh#11530#L#damp#5757#02,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#03,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#04,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#05,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#06,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#07,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#08,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#09,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#10,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#11,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#12,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#13,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#14,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#15,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#16,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#17,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#18,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#19,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#20,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#21,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#22,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#23,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#24,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#25,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#26,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#27,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#28,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#29,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#30,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#31,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#32,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5757#33,mr5757,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#34,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#35,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#36,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#37,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#38,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#39,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#40,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#41,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#42,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#43,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#44,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#45,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#46,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#47,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#48,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#49,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#50,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#51,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#52,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#53,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#54,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#55,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#56,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#57,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#58,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#59,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#60,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#damp#5758#61,mr5758,damp,80.5,0.2,0.75
mr#rh#11530#L#dpat#5785#01,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#02,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#03,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#04,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#06,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#07,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#08,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#09,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#10,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#11,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#12,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#13,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#14,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#15,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#16,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#17,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#18,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#19,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#20,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#21,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#22,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#23,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#24,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#25,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#26,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#27,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#28,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#29,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#30,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#31,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#32,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5785#33,mr5785,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#34,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#35,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#36,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#37,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#38,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#39,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#40,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#41,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#42,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#43,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#44,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#45,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#46,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#47,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#48,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#49,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#50,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#51,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#52,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#53,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#54,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#55,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#56,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#57,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#58,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#59,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#60,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpat#5786#61,mr5786,dpat,129,2,1.02
mr#rh#11530#L#dpmg#5759#01,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#02,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#03,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#04,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#05,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#06,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#07,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#08,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#09,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#10,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#11,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#12,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#13,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#14,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#15,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#16,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#17,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#18,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#19,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#20,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#21,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#22,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#23,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#24,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#25,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#26,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#27,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#28,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#29,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#30,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#31,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5759#32,mr5759,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#33,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#34,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#35,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#36,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#37,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#38,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#39,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#40,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#41,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#42,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#43,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#44,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#45,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#46,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#47,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#48,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#49,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#50,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#51,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#52,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#53,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#54,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#55,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#56,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#57,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#58,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#59,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#60,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#dpmg#5760#61,mr5760,dpmg,108.3,0.5,1
mr#rh#11530#L#epib#5783#01,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#02,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#03,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#04,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#06,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#07,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#08,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#09,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#10,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#11,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#12,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#13,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#14,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#15,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#16,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#17,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#18,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#19,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#20,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#21,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#22,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#23,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#24,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#25,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#26,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#27,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#28,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#29,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#30,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#31,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#32,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5783#33,mr5783,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#35,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#36,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#37,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#38,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#39,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#40,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#41,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#42,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#43,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#44,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#45,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#46,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#47,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#48,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#49,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#50,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#51,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#52,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#53,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#54,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#55,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#56,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#57,mr5784,epib,56.2,0.02,0.42
mr#rh#11530#L#epib#5784#58,mr5784,epib,56.2,0.02,0.42
