image,film,ligand,sa,kd,l
mr#rh#11530#L#zm24#5772#36,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#37,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#38,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#39,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#40,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#41,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#42,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#43,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#44,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#45,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#46,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#47,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#48,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#49,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#50,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#51,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#52,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#53,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#54,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#55,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#56,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#57,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#58,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#59,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#60,mr5772,zm24,23.47,2.04,0.37
mr#rh#11530#L#zm24#5772#61,mr5772,zm24,23.47,2.04,0.37
