Image,cmax_in_file,Ligand,SA,KD,l
jv#hg#0500s3#R#sch2#4691#05,jv4691.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#sch2#4692#06,jv4692.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#sch2#4692#07,jv4692.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#sch2#4693#08,jv4693.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#sch2#4693#09,jv4693.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#sch2#4693#10,jv4693.grt,sch2,75.5,0.14,0.54
jv#hg#0500s3#R#zm24#4675#01,jv4675.grt,zm24,17,2.04,1.99
jv#hg#0500s3#R#zm24#4675#02,jv4675.grt,zm24,17,2.04,1.99
jv#hg#0500s3#R#zm24#4675#03,jv4675.grt,zm24,17,2.04,1.99
jv#hg#0500s3#R#zm24#4677#07,jv4677.grt,zm24,17,2.04,1.99
jv#hg#0500s3#R#zm24#4677#08,jv4677.grt,zm24,17,2.04,1.99
jv#hg#0500s3#R#zm24#4677#09,jv4677.grt,zm24,17,2.04,1.99
jz#hg#0500s6#R#ampa#4739#01,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#02,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#03,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#04,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#05,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#06,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#07,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#08,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4739#09,jz4739.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#10,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#11,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#12,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#13,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#14,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#15,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#16,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#17,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#18,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#ampa#4740#19,jz4740.grt,ampa,40.8,10,10.7
jz#hg#0500s6#R#cgp5#4742#01,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#02,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#03,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#04,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#05,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#06,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#07,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#08,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4742#09,jz4742.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#10,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#11,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#12,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#13,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#14,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#15,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#16,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#17,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#18,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#cgp5#4743#19,jz4743.grt,cgp5,40,1.48,1.54
jz#hg#0500s6#R#dpat#4760#01,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#02,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#03,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#04,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#05,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#06,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#07,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4760#08,jz4760.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#09,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#10,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#11,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#12,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#13,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#14,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#15,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#16,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#17,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#18,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpat#4761#19,jz4761.grt,dpat,135,2,0.96
jz#hg#0500s6#R#dpog#4744#01,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#02,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#03,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#04,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#05,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#06,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#07,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#08,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#09,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4744#10,jz4744.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#11,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#12,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#13,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#14,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#15,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#16,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#17,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#18,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#dpog#4745#19,jz4745.grt,dpog,111.6,0.5,0.53
jz#hg#0500s6#R#epib#4762#01,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#03,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#04,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#05,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#07,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#08,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#09,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#10,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#11,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4762#12,jz4762.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#13,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#14,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#15,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#16,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#17,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#epib#4763#18,jz4763.grt,epib,48,0.02,0.52
jz#hg#0500s6#R#flum#4737#01,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#02,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#03,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#04,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#05,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#06,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#07,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#08,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4737#09,jz4737.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#10,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#11,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#12,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#13,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#14,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#15,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#16,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#17,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#18,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#flum#4738#19,jz4738.grt,flum,70.8,2,0.76
jz#hg#0500s6#R#kain#4740#01,jz4740.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4740#02,jz4740.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4740#03,jz4740.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4740#04,jz4740.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#05,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#06,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#07,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#08,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#09,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#10,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#11,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#12,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#13,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#14,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#15,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#16,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#17,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#18,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#kain#4741#19,jz4741.grt,kain,58,12,8
jz#hg#0500s6#R#keta#4756#01,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#02,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#03,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#04,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#05,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#06,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#07,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4756#08,jz4756.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#09,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#10,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#11,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#12,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#13,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#14,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#15,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#16,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#17,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#18,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#keta#4757#19,jz4757.grt,keta,63.3,0.5,0.47
jz#hg#0500s6#R#mk80#4746#01,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#02,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#03,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#04,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#05,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#06,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#07,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#08,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#4746#09,jz4746.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#10,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#11,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#12,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#13,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#14,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#15,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#16,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#17,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#18,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#mk80#94747#19,jz94747.grt,mk80,21.7,5,5.5
jz#hg#0500s6#R#musc#4748#05,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#06,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#07,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#08,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#09,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#10,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#11,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#12,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#13,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#14,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#15,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#16,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#17,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#18,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#4748#19,jz4748.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#84747#01,jz84747.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#84747#02,jz84747.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#84747#03,jz84747.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#musc#84747#04,jz84747.grt,musc,28.5,6,7.8
jz#hg#0500s6#R#oxot#4754#01,jz4754.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4754#02,jz4754.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4754#03,jz4754.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4754#04,jz4754.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#05,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#06,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#07,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#08,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#09,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#10,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#11,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#12,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#13,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#14,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#15,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#16,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#17,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#18,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#oxot#4755#19,jz4755.grt,oxot,86.4,0.8,0.72
jz#hg#0500s6#R#pire#4749#01,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#02,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#03,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#04,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#05,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#06,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#07,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4749#08,jz4749.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#09,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#10,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#11,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#12,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#13,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#14,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#15,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#16,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#17,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#18,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#pire#4750#19,jz4750.grt,pire,79.3,3,1
jz#hg#0500s6#R#praz#4753#01,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#02,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#03,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#04,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#05,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#06,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#07,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#08,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4753#09,jz4753.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#10,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#11,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#12,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#13,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#14,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#15,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#16,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#17,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#18,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#praz#4754#19,jz4754.grt,praz,80,0.2,0.21
jz#hg#0500s6#R#rx82#4765#03,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#04,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#05,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#06,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#07,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#08,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#11,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4765#12,jz4765.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#14,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#15,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#16,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#17,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#18,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#rx82#4766#19,jz4766.grt,rx82,67,2.8,8.4
jz#hg#0500s6#R#sch2#4758#01,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#02,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#03,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#04,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#05,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#06,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#07,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4758#08,jz4758.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#09,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#10,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#11,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#12,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#13,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#14,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#15,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#16,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#17,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#18,jz4759.grt,sch2,75.5,0.14,0.49
jz#hg#0500s6#R#sch2#4759#19,jz4759.grt,sch2,75.5,0.14,0.49
k4#hg#0500s5#R#ampa#4557#01,k44557.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4557#02,k44557.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4557#03,k44557.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4558#04,k44558.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4558#05,k44558.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4559#06,k44559.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4559#07,k44559.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4560#08,k44560.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4560#09,k44560.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#ampa#4560#10,k44560.grt,ampa,40.8,10,12.1
k4#hg#0500s5#R#cgp5#4565#01,k44565.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4565#02,k44565.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4565#03,k44565.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4566#04,k44566.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4566#05,k44566.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4567#06,k44567.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4567#07,k44567.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4568#08,k44568.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4568#09,k44568.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#cgp5#4568#10,k44568.grt,cgp5,40,1.48,1.35
k4#hg#0500s5#R#damp#4620#01,k44620.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4620#02,k44620.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4620#03,k44620.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4620#04,k44620.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4621#05,k44621.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4621#06,k44621.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4621#07,k44621.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4622#08,k44622.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4622#09,k44622.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#damp#4622#10,k44622.grt,damp,80.5,0.2,1.21
k4#hg#0500s5#R#dpat#4608#01,k44608.grt,dpat,135,2,1.2
k4#hg#0500s5#R#dpat#4608#02,k44608.grt,dpat,135,2,1.2
k4#hg#0500s5#R#dpat#4608#03,k44608.grt,dpat,135,2,1.2
