,name,number
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#mk80#8484#30#L.TIF,0.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#damp#8613#03#L.TIF,1.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#praz#8528#16#L.TIF,2.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#pire#9614#27#L.TIF,3.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#dpat#8510#11#L.TIF,4.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#dpmg#8593#19#L.TIF,5.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#pire#9613#22#L.TIF,6.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#oxot#8504#17#L.TIF,7.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#musc#8488#18#L.TIF,8.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#musc#8489#20#L.TIF,9.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#musc#8488#17#L.TIF,10.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#dpmg#8595#24#L.TIF,11.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#uk14#8533#06#L.TIF,12.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#ly34#8630#10#L.TIF,13.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#pire#9611#17#L.TIF,14.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#oxot#8504#18#L.TIF,15.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#pire#9613#24#L.TIF,16.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#dpat#8514#22#L.TIF,17.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#oxot#8503#13#L.TIF,18.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#musc#8490#23#L.TIF,19.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#damp#8618#23#L.TIF,20.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#ampa#8461#03#L.TIF,21.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3s4#L#pire#9608#08#L.TIF,22.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#rx82#8542#10#L.TIF,23.0
0,/data1/users/tfunck/receptor/MR3/img_lin/L_slab_4/RW#HG#MR3S4#L#musc#8485#01#L.TIF,24.0
