,fn,slab_order,mri,slab,hemisphere,ligand,sheet,repeat,global_order
901,QY#HG#MR1s2#R#uk14#6155#17,902,MR1,2,R,uk14,6155,17,2346
903,QY#HG#MR1s2#R#dpat#6143#17,904,MR1,2,R,dpat,6143,17,2348
908,QY#HG#MR1s2#R#sr95#6207#17,909,MR1,2,R,sr95,6207,17,2353
909,QY#HG#MR1s2#R#sch2#6163#17,910,MR1,2,R,sch2,6163,17,2354
911,QY#HG#MR1s2#R#rx82#6159#17,912,MR1,2,R,rx82,6159,17,2356
912,QY#HG#MR1s2#R#afdx#6200#17,913,MR1,2,R,afdx,6200,17,2357
913,QY#HG#MR1s2#R#dpog#6180#17,914,MR1,2,R,dpog,6180,17,2358
916,QY#HG#MR1s2#R#dpmg#6183#17,917,MR1,2,R,dpmg,6183,17,2361
917,QY#HG#MR1s2#R#ly34#6203#17,918,MR1,2,R,ly34,6203,17,2362
923,QY#HG#MR1s2#R#cpog#6172#17,924,MR1,2,R,cpog,6172,17,2368
924,QY#HG#MR1s2#R#cpmg#6176#17,925,MR1,2,R,cpmg,6176,17,2369
925,QY#HG#MR1s2#R#keta#6147#17,926,MR1,2,R,keta,6147,17,2370
926,QY#HG#MR1S2#R#pire#9516#17,927,MR1,2,R,pire,9516,17,2371
940,QY#HG#MR1s2#R#ampa#86120#18,941,MR1,2,R,ampa,86120,18,2385
943,QY#HG#MR1s2#R#kain#86124#18,944,MR1,2,R,kain,86124,18,2388
944,QY#HG#MR1s2#R#mk80#86128#18,945,MR1,2,R,mk80,86128,18,2389
945,QY#HG#MR1s2#R#musc#6131#18,946,MR1,2,R,musc,6131,18,2390
946,QY#HG#MR1s2#R#cgp5#86188#18,947,MR1,2,R,cgp5,86188,18,2391
947,QY#HG#MR1s2#R#flum#6191#18,948,MR1,2,R,flum,6191,18,2392
949,QY#HG#MR1s2#R#oxot#6139#18,950,MR1,2,R,oxot,6139,18,2394
951,QY#HG#MR1s2#R#damp#86196#18,952,MR1,2,R,damp,86196,18,2396
954,QY#HG#MR1s2#R#epib#6167#18,955,MR1,2,R,epib,6167,18,2399
955,QY#HG#MR1s2#R#praz#6151#18,956,MR1,2,R,praz,6151,18,2400
956,QY#HG#MR1s2#R#uk14#6155#18,957,MR1,2,R,uk14,6155,18,2401
958,QY#HG#MR1s2#R#dpat#6143#18,959,MR1,2,R,dpat,6143,18,2403
962,QY#HG#MR1s2#R#sr95#6207#18,963,MR1,2,R,sr95,6207,18,2407
963,QY#HG#MR1s2#R#sch2#6163#18,964,MR1,2,R,sch2,6163,18,2408
965,QY#HG#MR1s2#R#rx82#6159#18,966,MR1,2,R,rx82,6159,18,2410
966,QY#HG#MR1s2#R#afdx#86200#18,967,MR1,2,R,afdx,86200,18,2411
967,QY#HG#MR1s2#R#dpog#86180#18,968,MR1,2,R,dpog,86180,18,2412
969,QY#HG#MR1s2#R#dpmg#6183#18,970,MR1,2,R,dpmg,6183,18,2414
970,QY#HG#MR1s2#R#ly34#6203#18,971,MR1,2,R,ly34,6203,18,2415
972,QY#HG#MR1s2#R#cpog#86172#18,973,MR1,2,R,cpog,86172,18,2417
975,QY#HG#MR1s2#R#cpmg#86176#18,976,MR1,2,R,cpmg,86176,18,2420
978,QY#HG#MR1s2#R#keta#6147#18,979,MR1,2,R,keta,6147,18,2423
979,QY#HG#MR1S2#R#pire#9516#18,980,MR1,2,R,pire,9516,18,2424
995,QY#HG#MR1s2#R#ampa#86120#19,996,MR1,2,R,ampa,86120,19,2440
1000,QY#HG#MR1s2#R#kain#86124#19,1001,MR1,2,R,kain,86124,19,2445
1001,QY#HG#MR1s2#R#mk80#86128#19,1002,MR1,2,R,mk80,86128,19,2446
1002,QY#HG#MR1s2#R#musc#6131#19,1003,MR1,2,R,musc,6131,19,2447
1003,QY#HG#MR1s2#R#cgp5#86188#19,1004,MR1,2,R,cgp5,86188,19,2448
1004,QY#HG#MR1s2#R#flum#6191#19,1005,MR1,2,R,flum,6191,19,2449
1006,QY#HG#MR1s2#R#oxot#6139#19,1007,MR1,2,R,oxot,6139,19,2451
1010,QY#HG#MR1s2#R#damp#86196#19,1011,MR1,2,R,damp,86196,19,2455
1012,QY#HG#MR1s2#R#epib#6167#19,1013,MR1,2,R,epib,6167,19,2457
1013,QY#HG#MR1s2#R#praz#6151#19,1014,MR1,2,R,praz,6151,19,2458
1014,QY#HG#MR1s2#R#uk14#6155#19,1015,MR1,2,R,uk14,6155,19,2459
1017,QY#HG#MR1s2#R#dpat#6144#19,1018,MR1,2,R,dpat,6144,19,2462
1019,QY#HG#MR1s2#R#sr95#6208#19,1020,MR1,2,R,sr95,6208,19,2464
1021,QY#HG#MR1s2#R#sch2#6164#19,1022,MR1,2,R,sch2,6164,19,2466
1023,QY#HG#MR1s2#R#rx82#6159#19,1024,MR1,2,R,rx82,6159,19,2468
1024,QY#HG#MR1s2#R#afdx#86200#19,1025,MR1,2,R,afdx,86200,19,2469
1025,QY#HG#MR1s2#R#dpog#86180#19,1026,MR1,2,R,dpog,86180,19,2470
1027,QY#HG#MR1s2#R#dpmg#6184#19,1028,MR1,2,R,dpmg,6184,19,2472
1028,QY#HG#MR1s2#R#ly34#6203#19,1029,MR1,2,R,ly34,6203,19,2473
1030,QY#HG#MR1s2#R#cpog#86172#19,1031,MR1,2,R,cpog,86172,19,2475
1032,QY#HG#MR1s2#R#cpmg#86176#19,1033,MR1,2,R,cpmg,86176,19,2477
1033,QY#HG#MR1s2#R#keta#6147#19,1034,MR1,2,R,keta,6147,19,2478
1034,QY#HG#MR1S2#R#pire#9517#19,1035,MR1,2,R,pire,9517,19,2479
1046,QY#HG#MR1s2#R#ampa#86120#20,1047,MR1,2,R,ampa,86120,20,2491
1050,QY#HG#MR1s2#R#kain#86124#20,1051,MR1,2,R,kain,86124,20,2495
1052,QY#HG#MR1s2#R#mk80#86128#20,1053,MR1,2,R,mk80,86128,20,2497
1054,QY#HG#MR1s2#R#musc#6132#20,1055,MR1,2,R,musc,6132,20,2499
1055,QY#HG#MR1s2#R#musc#6132#ub,1056,MR1,2,R,musc,6132,ub,2500
1056,QY#HG#MR1s2#R#cgp5#86188#20,1057,MR1,2,R,cgp5,86188,20,2501
1059,QY#HG#MR1s2#R#flum#6191#20,1060,MR1,2,R,flum,6191,20,2504
1062,QY#HG#MR1s2#R#oxot#6140#20,1063,MR1,2,R,oxot,6140,20,2507
1067,QY#HG#MR1S2#R#oxot#6140#UB,1068,MR1,2,R,oxot,6140,UB,2512
1068,QY#HG#MR1s2#R#damp#86196#20,1069,MR1,2,R,damp,86196,20,2513
1071,QY#HG#MR1s2#R#epib#6168#20,1072,MR1,2,R,epib,6168,20,2516
1073,QY#HG#MR1s2#R#praz#6151#20,1074,MR1,2,R,praz,6151,20,2518
1075,QY#HG#MR1s2#R#uk14#6156#20,1076,MR1,2,R,uk14,6156,20,2520
1078,QY#HG#MR1s2#R#dpat#6144#20,1079,MR1,2,R,dpat,6144,20,2523
1081,QY#HG#MR1s2#R#sr95#6208#20,1082,MR1,2,R,sr95,6208,20,2526
1084,QY#HG#MR1s2#R#sch2#6164#20,1085,MR1,2,R,sch2,6164,20,2529
1090,QY#HG#MR1s2#R#rx82#6160#20,1091,MR1,2,R,rx82,6160,20,2535
1091,QY#HG#MR1s2#R#afdx#86200#20,1092,MR1,2,R,afdx,86200,20,2536
1093,QY#HG#MR1s2#R#dpog#86180#20,1094,MR1,2,R,dpog,86180,20,2538
1098,QY#HG#MR1s2#R#dpmg#6184#20,1099,MR1,2,R,dpmg,6184,20,2543
1100,QY#HG#MR1s2#R#ly34#6204#20,1101,MR1,2,R,ly34,6204,20,2545
1103,QY#HG#MR1s2#R#cpog#86172#20,1104,MR1,2,R,cpog,86172,20,2548
1106,QY#HG#MR1s2#R#cpmg#86176#20,1107,MR1,2,R,cpmg,86176,20,2551
1108,QY#HG#MR1s2#R#keta#6148#20,1109,MR1,2,R,keta,6148,20,2553
1110,QY#HG#MR1S2#R#pire#9517#20,1111,MR1,2,R,pire,9517,20,2555
1111,QY#HG#MR1S2#R#pire#9517#UB,1112,MR1,2,R,pire,9517,UB,2556
1134,QY#HG#MR1s2#R#ampa#96120#21,1135,MR1,2,R,ampa,96120,21,2579
1138,QY#HG#MR1s2#R#kain#96124#21,1139,MR1,2,R,kain,96124,21,2583
1139,QY#HG#MR1s2#R#mk80#96128#21,1140,MR1,2,R,mk80,96128,21,2584
1145,QY#HG#MR1s2#R#musc#6132#21,1146,MR1,2,R,musc,6132,21,2590
1147,QY#HG#MR1s2#R#cgp5#96188#21,1148,MR1,2,R,cgp5,96188,21,2592
1148,QY#HG#MR1s2#R#flum#6192#21,1149,MR1,2,R,flum,6192,21,2593
1150,QY#HG#MR1s2#R#oxot#6140#21,1151,MR1,2,R,oxot,6140,21,2595
1152,QY#HG#MR1s2#R#damp#96196#21,1153,MR1,2,R,damp,96196,21,2597
1154,QY#HG#MR1s2#R#epib#6168#21,1155,MR1,2,R,epib,6168,21,2599
1155,QY#HG#MR1s2#R#praz#6152#21,1156,MR1,2,R,praz,6152,21,2600
1156,QY#HG#MR1s2#R#uk14#6156#21,1157,MR1,2,R,uk14,6156,21,2601
1158,QY#HG#MR1s2#R#dpat#6144#21,1159,MR1,2,R,dpat,6144,21,2603
1159,QY#HG#MR1s2#R#sr95#6208#21,1160,MR1,2,R,sr95,6208,21,2604
1160,QY#HG#MR1s2#R#sch2#6164#21,1161,MR1,2,R,sch2,6164,21,2605
1162,QY#HG#MR1s2#R#rx82#6160#21,1163,MR1,2,R,rx82,6160,21,2607
1163,QY#HG#MR1s2#R#afdx#96200#21,1164,MR1,2,R,afdx,96200,21,2608
1164,QY#HG#MR1s2#R#dpog#96180#21,1165,MR1,2,R,dpog,96180,21,2609
1166,QY#HG#MR1s2#R#dpmg#6184#21,1167,MR1,2,R,dpmg,6184,21,2611
1167,QY#HG#MR1s2#R#ly34#6204#21,1168,MR1,2,R,ly34,6204,21,2612
1169,QY#HG#MR1s2#R#cpog#96172#21,1170,MR1,2,R,cpog,96172,21,2614
1170,QY#HG#MR1s2#R#cpmg#96176#21,1171,MR1,2,R,cpmg,96176,21,2615
1171,QY#HG#MR1s2#R#keta#6148#21,1172,MR1,2,R,keta,6148,21,2616
1172,QY#HG#MR1S2#R#pire#9517#21,1173,MR1,2,R,pire,9517,21,2617
1185,QY#HG#MR1s2#R#ampa#96120#22,1186,MR1,2,R,ampa,96120,22,2630
1189,QY#HG#MR1s2#R#kain#96124#22,1190,MR1,2,R,kain,96124,22,2634
1190,QY#HG#MR1s2#R#mk80#96128#22,1191,MR1,2,R,mk80,96128,22,2635
1191,QY#HG#MR1s2#R#musc#6132#22,1192,MR1,2,R,musc,6132,22,2636
1192,QY#HG#MR1s2#R#cgp5#96188#22,1193,MR1,2,R,cgp5,96188,22,2637
1193,QY#HG#MR1s2#R#flum#6192#22,1194,MR1,2,R,flum,6192,22,2638
1195,QY#HG#MR1s2#R#oxot#6140#22,1196,MR1,2,R,oxot,6140,22,2640
1197,QY#HG#MR1s2#R#damp#96196#22,1198,MR1,2,R,damp,96196,22,2642
1199,QY#HG#MR1s2#R#epib#6168#22,1200,MR1,2,R,epib,6168,22,2644
1200,QY#HG#MR1s2#R#praz#6152#22,1201,MR1,2,R,praz,6152,22,2645
1201,QY#HG#MR1s2#R#uk14#6156#22,1202,MR1,2,R,uk14,6156,22,2646
0,RF#hg#MR1s5#R#ampa#6213#01,1137,MR1,5,R,ampa,6213,01,5861
1,RF#hg#MR1s5#R#kain#6217#01,1136,MR1,5,R,kain,6217,01,5860
3,RF#hg#MR1s5#R#mk80#6221#01,1134,MR1,5,R,mk80,6221,01,5858
4,RF#hg#MR1s5#R#musc#6225#01,1133,MR1,5,R,musc,6225,01,5857
8,RF#hg#MR1s5#R#cgp5#6281#01,1129,MR1,5,R,cgp5,6281,01,5853
14,RF#hg#MR1s5#R#flum#6285#01,1123,MR1,5,R,flum,6285,01,5847
21,RF#hg#MR1s5#R#oxot#6233#01,1116,MR1,5,R,oxot,6233,01,5840
22,RF#hg#MR1s5#R#damp#6289#01,1115,MR1,5,R,damp,6289,01,5839
25,RF#hg#MR1s5#R#epib#6261#01,1112,MR1,5,R,epib,6261,01,5836
27,RF#hg#MR1s5#R#praz#6245#01,1110,MR1,5,R,praz,6245,01,5834
30,RF#hg#MR1s5#R#uk14#6249#01,1107,MR1,5,R,uk14,6249,01,5831
32,RF#hg#MR1s5#R#dpat#6237#01,1105,MR1,5,R,dpat,6237,01,5829
33,RF#hg#MR1s5#R#sr95#6301#01,1104,MR1,5,R,sr95,6301,01,5828
35,RF#hg#MR1s5#R#sch2#6257#01,1102,MR1,5,R,sch2,6257,01,5826
37,RF#hg#MR1s5#R#rx82#6253#01,1100,MR1,5,R,rx82,6253,01,5824
38,RF#hg#MR1s5#R#afdx#6293#01,1099,MR1,5,R,afdx,6293,01,5823
39,RF#hg#MR1s5#R#dpog#6273#01,1098,MR1,5,R,dpog,6273,01,5822
41,RF#hg#MR1s5#R#cpmg#6269#01,1096,MR1,5,R,cpmg,6269,01,5820
42,RF#hg#MR1s5#R#dpmg#6277#01,1095,MR1,5,R,dpmg,6277,01,5819
43,RF#hg#MR1s5#R#ly34#6297#01,1094,MR1,5,R,ly34,6297,01,5818
44,RF#hg#MR1s5#R#cpog#6265#01,1093,MR1,5,R,cpog,6265,01,5817
47,RF#hg#MR1s5#R#keta#6241#01,1090,MR1,5,R,keta,6241,01,5814
53,RF#HG#MR1S5#R#pire#9528#01,1084,MR1,5,R,pire,9528,01,5808
63,RF#hg#MR1s5#R#ampa#6213#02,1074,MR1,5,R,ampa,6213,02,5798
64,RF#hg#MR1s5#R#kain#6217#02,1073,MR1,5,R,kain,6217,02,5797
67,RF#hg#MR1s5#R#mk80#6221#02,1070,MR1,5,R,mk80,6221,02,5794
68,RF#hg#MR1s5#R#musc#6225#02,1069,MR1,5,R,musc,6225,02,5793
69,RF#hg#MR1s5#R#cgp5#6281#02,1068,MR1,5,R,cgp5,6281,02,5792
70,RF#hg#MR1s5#R#flum#6285#02,1067,MR1,5,R,flum,6285,02,5791
74,RF#hg#MR1s5#R#oxot#6233#02,1063,MR1,5,R,oxot,6233,02,5787
75,RF#hg#MR1s5#R#damp#6289#02,1062,MR1,5,R,damp,6289,02,5786
77,RF#hg#MR1s5#R#epib#6261#02,1060,MR1,5,R,epib,6261,02,5784
78,RF#hg#MR1s5#R#praz#6245#02,1059,MR1,5,R,praz,6245,02,5783
82,RF#hg#MR1s5#R#uk14#6249#02,1055,MR1,5,R,uk14,6249,02,5779
84,RF#hg#MR1s5#R#dpat#6237#02,1053,MR1,5,R,dpat,6237,02,5777
85,RF#hg#MR1s5#R#sr95#6301#02,1052,MR1,5,R,sr95,6301,02,5776
87,RF#hg#MR1s5#R#sch2#6257#02,1050,MR1,5,R,sch2,6257,02,5774
88,RF#hg#MR1s5#R#rx82#6253#02,1049,MR1,5,R,rx82,6253,02,5773
89,RF#hg#MR1s5#R#afdx#6293#02,1048,MR1,5,R,afdx,6293,02,5772
90,RF#hg#MR1s5#R#dpog#6273#02,1047,MR1,5,R,dpog,6273,02,5771
92,RF#hg#MR1s5#R#dpmg#6277#02,1045,MR1,5,R,dpmg,6277,02,5769
94,RF#hg#MR1s5#R#ly34#6297#02,1043,MR1,5,R,ly34,6297,02,5767
97,RF#hg#MR1s5#R#cpog#6265#02,1040,MR1,5,R,cpog,6265,02,5764
98,RF#hg#MR1s5#R#cpmg#6269#02,1039,MR1,5,R,cpmg,6269,02,5763
99,RF#hg#MR1s5#R#keta#6241#02,1038,MR1,5,R,keta,6241,02,5762
105,RF#HG#MR1S5#R#pire#9528#02,1032,MR1,5,R,pire,9528,02,5756
113,RF#hg#MR1s5#R#ampa#6213#03,1024,MR1,5,R,ampa,6213,03,5748
114,RF#hg#MR1s5#R#kain#6217#03,1023,MR1,5,R,kain,6217,03,5747
115,RF#hg#MR1s5#R#mk80#6221#03,1022,MR1,5,R,mk80,6221,03,5746
117,RF#hg#MR1s5#R#musc#6225#03,1020,MR1,5,R,musc,6225,03,5744
118,RF#hg#MR1s5#R#cgp5#6281#03,1019,MR1,5,R,cgp5,6281,03,5743
124,RF#hg#MR1s5#R#flum#6285#03,1013,MR1,5,R,flum,6285,03,5737
128,RF#hg#MR1s5#R#oxot#6233#03,1009,MR1,5,R,oxot,6233,03,5733
129,RF#hg#MR1s5#R#damp#6289#03,1008,MR1,5,R,damp,6289,03,5732
131,RF#hg#MR1s5#R#epib#6261#03,1006,MR1,5,R,epib,6261,03,5730
135,RF#hg#MR1s5#R#praz#6245#03,1002,MR1,5,R,praz,6245,03,5726
137,RF#hg#MR1s5#R#uk14#6249#03,1000,MR1,5,R,uk14,6249,03,5724
142,RF#hg#MR1s5#R#dpat#6237#03,995,MR1,5,R,dpat,6237,03,5719
143,RF#hg#MR1s5#R#sr95#6301#03,994,MR1,5,R,sr95,6301,03,5718
145,RF#hg#MR1s5#R#sch2#6257#03,992,MR1,5,R,sch2,6257,03,5716
146,RF#hg#MR1s5#R#rx82#6253#03,991,MR1,5,R,rx82,6253,03,5715
147,RF#hg#MR1s5#R#afdx#6293#03,990,MR1,5,R,afdx,6293,03,5714
148,RF#hg#MR1s5#R#dpog#6273#03,989,MR1,5,R,dpog,6273,03,5713
150,RF#hg#MR1s5#R#dpmg#6277#03,987,MR1,5,R,dpmg,6277,03,5711
152,RF#hg#MR1s5#R#ly34#6297#03,985,MR1,5,R,ly34,6297,03,5709
153,RF#hg#MR1s5#R#cpog#6265#03,984,MR1,5,R,cpog,6265,03,5708
154,RF#hg#MR1s5#R#cpmg#6269#03,983,MR1,5,R,cpmg,6269,03,5707
155,RF#hg#MR1s5#R#keta#6241#03,982,MR1,5,R,keta,6241,03,5706
160,RF#HG#MR1S5#R#pire#9528#03,977,MR1,5,R,pire,9528,03,5701
172,RF#hg#MR1s5#R#ampa#6213#04,965,MR1,5,R,ampa,6213,04,5689
175,RF#hg#MR1s5#R#kain#6217#04,962,MR1,5,R,kain,6217,04,5686
176,RF#hg#MR1s5#R#mk80#6221#04,961,MR1,5,R,mk80,6221,04,5685
177,RF#hg#MR1s5#R#musc#6225#04,960,MR1,5,R,musc,6225,04,5684
180,RF#hg#MR1s5#R#cgp5#6281#04,957,MR1,5,R,cgp5,6281,04,5681
181,RF#hg#MR1s5#R#flum#6285#04,956,MR1,5,R,flum,6285,04,5680
184,RF#hg#MR1s5#R#oxot#6233#04,953,MR1,5,R,oxot,6233,04,5677
185,RF#hg#MR1s5#R#damp#6289#04,952,MR1,5,R,damp,6289,04,5676
187,RF#hg#MR1s5#R#epib#6261#04,950,MR1,5,R,epib,6261,04,5674
188,RF#hg#MR1s5#R#praz#6245#04,949,MR1,5,R,praz,6245,04,5673
189,RF#hg#MR1s5#R#uk14#6249#04,948,MR1,5,R,uk14,6249,04,5672
192,RF#hg#MR1s5#R#dpat#6237#04,945,MR1,5,R,dpat,6237,04,5669
194,RF#hg#MR1s5#R#sr95#6301#04,943,MR1,5,R,sr95,6301,04,5667
196,RF#hg#MR1s5#R#sch2#6257#04,941,MR1,5,R,sch2,6257,04,5665
198,RF#hg#MR1s5#R#rx82#6253#04,939,MR1,5,R,rx82,6253,04,5663
199,RF#hg#MR1s5#R#afdx#6293#04,938,MR1,5,R,afdx,6293,04,5662
200,RF#hg#MR1s5#R#dpog#6273#04,937,MR1,5,R,dpog,6273,04,5661
203,RF#hg#MR1s5#R#dpmg#6277#04,934,MR1,5,R,dpmg,6277,04,5658
205,RF#hg#MR1s5#R#ly34#6297#04,932,MR1,5,R,ly34,6297,04,5656
206,RF#hg#MR1s5#R#cpog#6265#04,931,MR1,5,R,cpog,6265,04,5655
207,RF#hg#MR1s5#R#cpmg#6269#04,930,MR1,5,R,cpmg,6269,04,5654
208,RF#hg#MR1s5#R#keta#6241#04,929,MR1,5,R,keta,6241,04,5653
215,RF#HG#MR1S5#R#pire#9528#04,922,MR1,5,R,pire,9528,04,5646
230,RF#hg#MR1s5#R#ampa#6213#05,907,MR1,5,R,ampa,6213,05,5631
231,RF#hg#MR1s5#R#kain#6217#05,906,MR1,5,R,kain,6217,05,5630
232,RF#hg#MR1s5#R#mk80#6221#05,905,MR1,5,R,mk80,6221,05,5629
234,RF#hg#MR1s5#R#musc#8667#05,903,MR1,5,R,musc,8667,05,5627
235,RF#hg#MR1s5#R#cgp5#6281#05,902,MR1,5,R,cgp5,6281,05,5626
236,RF#hg#MR1s5#R#flum#6285#05,901,MR1,5,R,flum,6285,05,5625
239,RF#hg#MR1s5#R#oxot#6233#05,898,MR1,5,R,oxot,6233,05,5622
240,RF#hg#MR1s5#R#damp#6289#05,897,MR1,5,R,damp,6289,05,5621
242,RF#hg#MR1s5#R#epib#6261#05,895,MR1,5,R,epib,6261,05,5619
244,RF#hg#MR1s5#R#praz#6245#05,893,MR1,5,R,praz,6245,05,5617
245,RF#hg#MR1s5#R#uk14#6249#05,892,MR1,5,R,uk14,6249,05,5616
247,RF#hg#MR1s5#R#dpat#6237#05,890,MR1,5,R,dpat,6237,05,5614
248,RF#hg#MR1s5#R#sr95#6301#05,889,MR1,5,R,sr95,6301,05,5613
253,RF#hg#MR1s5#R#sch2#6257#05,884,MR1,5,R,sch2,6257,05,5608
254,RF#hg#MR1s5#R#rx82#6253#05,883,MR1,5,R,rx82,6253,05,5607
255,RF#hg#MR1s5#R#afdx#6293#05,882,MR1,5,R,afdx,6293,05,5606
256,RF#hg#MR1s5#R#dpog#6273#05,881,MR1,5,R,dpog,6273,05,5605
258,RF#hg#MR1s5#R#dpmg#6277#05,879,MR1,5,R,dpmg,6277,05,5603
260,RF#hg#MR1s5#R#ly34#6297#05,877,MR1,5,R,ly34,6297,05,5601
261,RF#hg#MR1s5#R#cpog#6265#05,876,MR1,5,R,cpog,6265,05,5600
262,RF#hg#MR1s5#R#cpmg#6269#05,875,MR1,5,R,cpmg,6269,05,5599
263,RF#hg#MR1s5#R#keta#6241#05,874,MR1,5,R,keta,6241,05,5598
268,RF#HG#MR1S5#R#pire#9528#05,869,MR1,5,R,pire,9528,05,5593
276,RF#hg#MR1s5#R#ampa#6214#06,861,MR1,5,R,ampa,6214,06,5585
277,RF#hg#MR1s5#R#kain#6217#06,860,MR1,5,R,kain,6217,06,5584
278,RF#hg#MR1s5#R#mk80#6221#06,859,MR1,5,R,mk80,6221,06,5583
279,RF#hg#MR1s5#R#musc#6225#06,858,MR1,5,R,musc,6225,06,5582
280,RF#hg#MR1s5#R#cgp5#6281#06,857,MR1,5,R,cgp5,6281,06,5581
281,RF#hg#MR1s5#R#flum#6285#06,856,MR1,5,R,flum,6285,06,5580
284,RF#hg#MR1s5#R#oxot#6233#06,853,MR1,5,R,oxot,6233,06,5577
285,RF#hg#MR1s5#R#damp#6289#06,852,MR1,5,R,damp,6289,06,5576
287,RF#hg#MR1s5#R#epib#6261#06,850,MR1,5,R,epib,6261,06,5574
288,RF#hg#MR1s5#R#praz#6245#06,849,MR1,5,R,praz,6245,06,5573
289,RF#hg#MR1s5#R#uk14#6249#06,848,MR1,5,R,uk14,6249,06,5572
291,RF#hg#MR1s5#R#dpat#6237#06,846,MR1,5,R,dpat,6237,06,5570
292,RF#hg#MR1s5#R#sr95#6301#06,845,MR1,5,R,sr95,6301,06,5569
294,RF#hg#MR1s5#R#sch2#6257#06,843,MR1,5,R,sch2,6257,06,5567
295,RF#hg#MR1s5#R#rx82#6253#06,842,MR1,5,R,rx82,6253,06,5566
296,RF#hg#MR1s5#R#afdx#6293#06,841,MR1,5,R,afdx,6293,06,5565
297,RF#hg#MR1s5#R#dpog#6273#06,840,MR1,5,R,dpog,6273,06,5564
299,RF#hg#MR1s5#R#dpmg#6277#06,838,MR1,5,R,dpmg,6277,06,5562
301,RF#hg#MR1s5#R#ly34#6297#06,836,MR1,5,R,ly34,6297,06,5560
302,RF#hg#MR1s5#R#cpog#6266#06,835,MR1,5,R,cpog,6266,06,5559
303,RF#hg#MR1s5#R#cpmg#6270#06,834,MR1,5,R,cpmg,6270,06,5558
304,RF#hg#MR1s5#R#keta#6241#06,833,MR1,5,R,keta,6241,06,5557
309,RF#HG#MR1S5#R#pire#9528#06,828,MR1,5,R,pire,9528,06,5552
316,RF#hg#MR1s5#R#ampa#6214#07,821,MR1,5,R,ampa,6214,07,5545
317,RF#hg#MR1s5#R#kain#6218#07,820,MR1,5,R,kain,6218,07,5544
318,RF#hg#MR1s5#R#mk80#6222#07,819,MR1,5,R,mk80,6222,07,5543
320,RF#hg#MR1s5#R#musc#6225#07,817,MR1,5,R,musc,6225,07,5541
321,RF#hg#MR1s5#R#cgp5#6282#07,816,MR1,5,R,cgp5,6282,07,5540
322,RF#hg#MR1s5#R#flum#6285#07,815,MR1,5,R,flum,6285,07,5539
325,RF#hg#MR1s5#R#oxot#6233#07,812,MR1,5,R,oxot,6233,07,5536
326,RF#hg#MR1s5#R#damp#6290#07,811,MR1,5,R,damp,6290,07,5535
328,RF#hg#MR1s5#R#epib#6261#07,809,MR1,5,R,epib,6261,07,5533
329,RF#hg#MR1s5#R#praz#6245#07,808,MR1,5,R,praz,6245,07,5532
330,RF#hg#MR1s5#R#uk14#6249#07,807,MR1,5,R,uk14,6249,07,5531
333,RF#hg#MR1s5#R#dpat#6237#07,804,MR1,5,R,dpat,6237,07,5528
334,RF#hg#MR1s5#R#sr95#6301#07,803,MR1,5,R,sr95,6301,07,5527
336,RF#hg#MR1s5#R#sch2#6257#07,801,MR1,5,R,sch2,6257,07,5525
337,RF#hg#MR1s5#R#rx82#6253#07,800,MR1,5,R,rx82,6253,07,5524
338,RF#hg#MR1s5#R#afdx#6294#07,799,MR1,5,R,afdx,6294,07,5523
339,RF#hg#MR1s5#R#dpog#6273#07,798,MR1,5,R,dpog,6273,07,5522
341,RF#hg#MR1s5#R#dpmg#6277#07,796,MR1,5,R,dpmg,6277,07,5520
343,RF#hg#MR1s5#R#ly34#6297#07,794,MR1,5,R,ly34,6297,07,5518
344,RF#hg#MR1s5#R#cpog#6266#07,793,MR1,5,R,cpog,6266,07,5517
345,RF#hg#MR1s5#R#cpmg#6270#07,792,MR1,5,R,cpmg,6270,07,5516
346,RF#hg#MR1s5#R#keta#6241#07,791,MR1,5,R,keta,6241,07,5515
352,RF#HG#MR1S5#R#pire#9529#07,785,MR1,5,R,pire,9529,07,5509
362,RF#hg#MR1s5#R#ampa#6214#08,775,MR1,5,R,ampa,6214,08,5499
363,RF#hg#MR1s5#R#kain#6218#08,774,MR1,5,R,kain,6218,08,5498
364,RF#hg#MR1s5#R#mk80#6222#08,773,MR1,5,R,mk80,6222,08,5497
365,RF#hg#MR1s5#R#musc#6225#08,772,MR1,5,R,musc,6225,08,5496
366,RF#hg#MR1s5#R#cgp5#6282#08,771,MR1,5,R,cgp5,6282,08,5495
368,RF#hg#MR1s5#R#flum#6285#08,769,MR1,5,R,flum,6285,08,5493
372,RF#hg#MR1s5#R#oxot#6233#08,765,MR1,5,R,oxot,6233,08,5489
373,RF#hg#MR1s5#R#damp#6290#08,764,MR1,5,R,damp,6290,08,5488
375,RF#hg#MR1s5#R#epib#6261#08,762,MR1,5,R,epib,6261,08,5486
378,RF#hg#MR1s5#R#praz#6245#08,759,MR1,5,R,praz,6245,08,5483
379,RF#hg#MR1s5#R#uk14#6249#08,758,MR1,5,R,uk14,6249,08,5482
381,RF#hg#MR1s5#R#dpat#6237#08,756,MR1,5,R,dpat,6237,08,5480
382,RF#hg#MR1s5#R#sr95#6301#08,755,MR1,5,R,sr95,6301,08,5479
384,RF#hg#MR1s5#R#sch2#6257#08,753,MR1,5,R,sch2,6257,08,5477
385,RF#hg#MR1s5#R#rx82#6253#08,752,MR1,5,R,rx82,6253,08,5476
